,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1,levodopa_1,UPDRS_1
UPDRS_5,-0.010968265364310429,0.17050998143353632,-0.4983562609528649,0.32588685287225083,-0.9191609977112761,-0.9214181779216907,-0.9033490290068646,-0.28130344728672874,1.0
""
,burstduration_6,burstinterval_6,Ku_6,CorrDim_6,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6,levodopa_6,UPDRS_6
burstduration_6,1.0,0.04521983905086804,-0.08889254245829563,0.11597721203251822,-0.48363343706317075,-0.4620851310243135,-0.47284505233723906,-0.47850762548317954,0.21875247020028188
burstinterval_6,0.04521983905086804,1.0,0.29396914005329733,0.18981938769727721,-0.32104984442698414,-0.3432956272531035,-0.2843796331640316,-0.2703426072385036,0.025039208119297173
Ku_6,-0.08889254245829563,0.29396914005329733,1.0,0.01742437568062733,0.3915920873099325,0.3082891782260446,0.3926776890486988,-0.13092249144782359,-0.7482137005110735
CorrDim_6,0.11597721203251822,0.18981938769727721,0.01742437568062733,1.0,-0.007383409492568931,-0.04849014096176645,0.027644992588532986,0.033573642190515694,-0.08855648774716256
PSD_3_to_7_6,-0.48363343706317075,-0.32104984442698414,0.3915920873099325,-0.007383409492568931,1.0,0.9461880956016251,0.9849554438950564,0.7219317864606822,-0.7574847742006364
PSD_12_to_30_6,-0.4620851310243135,-0.3432956272531035,0.3082891782260446,-0.04849014096176645,0.9461880956016251,1.0,0.9341618523252465,0.7479200248037152,-0.6920374892954769
PSD_20_to_40_6,-0.47284505233723906,-0.2843796331640316,0.3926776890486988,0.027644992588532986,0.9849554438950564,0.9341618523252465,1.0,0.7439874296717081,-0.7637836504324521
levodopa_6,-0.47850762548317954,-0.2703426072385036,-0.13092249144782359,0.033573642190515694,0.7219317864606822,0.7479200248037152,0.7439874296717081,1.0,-0.28130344728672874
UPDRS_6,0.21875247020028188,0.025039208119297173,-0.7482137005110735,-0.08855648774716256,-0.7574847742006364,-0.6920374892954769,-0.7637836504324521,-0.28130344728672874,1.0
""
,burstduration_7,burstinterval_7,Ku_7,CorrDim_7,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7,levodopa_7,UPDRS_7
burstduration_7,1.0,-0.3574213325856687,-0.309519326718059,-0.028518630842534688,-0.3366493396981354,-0.36696022271722417,-0.39215481833338595,-0.25685877680243024,0.31585497268921525
burstinterval_7,-0.3574213325856687,1.0,0.46044915621934934,0.007435828788952231,0.48672272419235174,0.48932482073298034,0.4981368426771625,-0.12920719270009984,-0.4098508270967012
Ku_7,-0.309519326718059,0.46044915621934934,1.0,0.08627891346766707,0.5449716305244376,0.5541117040798066,0.57893795547124,0.07768247760469663,-0.48988886758808176
CorrDim_7,-0.028518630842534688,0.007435828788952231,0.08627891346766707,1.0,0.1643193330706444,0.15435237425534776,0.16582770450787884,-0.02720666192792145,-0.16241020613381707
PSD_3_to_7_7,-0.3366493396981354,0.48672272419235174,0.5449716305244376,0.1643193330706444,1.0,0.9639529516488229,0.9835042226888383,0.19291537854003013,-0.9204320456508449
PSD_12_to_30_7,-0.36696022271722417,0.48932482073298034,0.5541117040798066,0.15435237425534776,0.9639529516488229,1.0,0.9663313216981139,0.11824336635113895,-0.8967049683306477
PSD_20_to_40_7,-0.39215481833338595,0.4981368426771625,0.57893795547124,0.16582770450787884,0.9835042226888383,0.9663313216981139,1.0,0.15741143223553059,-0.887837160867681
levodopa_7,-0.25685877680243024,-0.12920719270009984,0.07768247760469663,-0.02720666192792145,0.19291537854003013,0.11824336635113895,0.15741143223553059,1.0,-0.28130344728672874
UPDRS_7,0.31585497268921525,-0.4098508270967012,-0.48988886758808176,-0.16241020613381707,-0.9204320456508449,-0.8967049683306477,-0.887837160867681,-0.28130344728672874,1.0
""
,burstduration_8,burstinterval_8,Ku_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8,levodopa_8,UPDRS_8
burstduration_8,1.0,-0.10007502504210453,-0.3193167564445475,-0.06458692213297408,-0.2375332704078484,-0.2546840147472136,-0.2669429872583457,-0.38884439202853555,0.3303761929823596
burstinterval_8,-0.10007502504210453,1.0,-0.17094081425292887,-0.06352351685952823,-0.2304313594763119,-0.2422419573120981,-0.17555155395950237,-0.23227038410975584,0.22532070972501858
Ku_8,-0.3193167564445475,-0.17094081425292887,1.0,-0.1421817101301888,0.5462203145082609,0.5848041338001938,0.5177260560566841,0.6794637145979099,-0.5089358083262696
CorrDim_8,-0.06458692213297408,-0.06352351685952823,-0.1421817101301888,1.0,-0.09736897260500069,-0.09595748369297308,-0.10851163841102304,-0.11095369246651626,0.0754824417775396
PSD_3_to_7_8,-0.2375332704078484,-0.2304313594763119,0.5462203145082609,-0.09736897260500069,1.0,0.9273955938743217,0.9564103638761402,0.26326541343852183,-0.9081260253048498
PSD_12_to_30_8,-0.2546840147472136,-0.2422419573120981,0.5848041338001938,-0.09595748369297308,0.9273955938743217,1.0,0.9379170828148518,0.28521300839022334,-0.9272703652954519
PSD_20_to_40_8,-0.2669429872583457,-0.17555155395950237,0.5177260560566841,-0.10851163841102304,0.9564103638761402,0.9379170828148518,1.0,0.21911002122269158,-0.9459096682234538
levodopa_8,-0.38884439202853555,-0.23227038410975584,0.6794637145979099,-0.11095369246651626,0.26326541343852183,0.28521300839022334,0.21911002122269158,1.0,-0.28130344728672874
UPDRS_8,0.3303761929823596,0.22532070972501858,-0.5089358083262696,0.0754824417775396,-0.9081260253048498,-0.9272703652954519,-0.9459096682234538,-0.28130344728672874,1.0
""
,burstduration_9,burstinterval_9,Ku_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9,levodopa_9,UPDRS_9
burstduration_9,1.0,-0.7596888301954355,-0.7689631888834875,-0.23535040789958078,0.21952259718289363,0.10385657041154338,0.25714461331442173,0.35798763256246435,-0.09587114176400646
burstinterval_9,-0.7596888301954355,1.0,0.5869554614654934,0.12852367465873044,-0.0013924825126212942,0.06092034364441428,0.006862897841846136,0.11150915120389417,-0.21415016082981386
Ku_9,-0.7689631888834875,0.5869554614654934,1.0,0.4526891474274358,-0.5742044928152116,-0.4473034829944193,-0.5643720551206287,-0.3539442901287062,0.4966533983460484
CorrDim_9,-0.23535040789958078,0.12852367465873044,0.4526891474274358,1.0,-0.24868533423284037,-0.39930091905332493,-0.20707728402049655,-0.2839489329417821,0.29036386677859516
