,burstduration_9,burstinterval_9,Ku_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9
burstduration_9,1.0,-0.7357580428970524,-0.3369143565284772,0.5856142508492078,0.4561550061063819,0.502966674879091,0.4624285655104721
burstinterval_9,-0.7357580428970524,1.0,0.5440336067205116,-0.06331043877582898,-0.34507672979799847,-0.33658296513696223,-0.33605411734086976
Ku_9,-0.3369143565284772,0.5440336067205116,1.0,0.16236212840250241,0.5671957628579485,0.5512045359504273,0.5763966772855759
CorrDim_9,0.5856142508492078,-0.06331043877582898,0.16236212840250241,1.0,0.4912419239554725,0.5636824021758026,0.4865699061725024
PSD_3_to_7_9,0.4561550061063819,-0.34507672979799847,0.5671957628579485,0.4912419239554725,1.0,0.9959792775192147,0.9992029619484971
PSD_12_to_30_9,0.502966674879091,-0.33658296513696223,0.5512045359504273,0.5636824021758026,0.9959792775192147,1.0,0.9957534586334702
PSD_20_to_40_9,0.4624285655104721,-0.33605411734086976,0.5763966772855759,0.4865699061725024,0.9992029619484971,0.9957534586334702,1.0
