,burstduration_5,burstinterval_5,Ku_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5
burstduration_5,1.0,-0.27939239454645415,0.2847489009335834,0.6741464861109755,-0.15225269805344901,-0.7208432086234626,-0.3733766674655631
burstinterval_5,-0.27939239454645415,1.0,-0.530915361433572,-0.8793966801322006,-0.06939677529847423,0.0636865222971445,-0.2580360221659526
Ku_5,0.2847489009335834,-0.530915361433572,1.0,0.48144584986140593,0.8306299490257667,0.26019166008703276,0.7789688457132361
CorrDim_5,0.6741464861109755,-0.8793966801322006,0.48144584986140593,1.0,-0.0825491497561928,-0.4855388968793032,-0.02744538787672129
PSD_3_to_7_5,-0.15225269805344901,-0.06939677529847423,0.8306299490257667,-0.0825491497561928,1.0,0.6138066841304264,0.9311065422618017
PSD_12_to_30_5,-0.7208432086234626,0.0636865222971445,0.26019166008703276,-0.4855388968793032,0.6138066841304264,1.0,0.7201675103593792
PSD_20_to_40_5,-0.3733766674655631,-0.2580360221659526,0.7789688457132361,-0.02744538787672129,0.9311065422618017,0.7201675103593792,1.0
