,burstduration_3,burstinterval_3,Ku_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3
burstduration_3,1.0,0.08151839864247787,-0.0049840823664215475,0.18599676626237385,0.20801888620044612,0.20765301708747141,0.2120285208493559
burstinterval_3,0.08151839864247787,1.0,-0.24376576803617847,-0.14711392725551167,0.49726398410923156,0.49445968035450055,0.49710918397903714
Ku_3,-0.0049840823664215475,-0.24376576803617847,1.0,0.9371473694178635,-0.9386121373530821,-0.9390325749985343,-0.9379456074538566
CorrDim_3,0.18599676626237385,-0.14711392725551167,0.9371473694178635,1.0,-0.8508738972346698,-0.8528229898961748,-0.8491743608096705
PSD_3_to_7_3,0.20801888620044612,0.49726398410923156,-0.9386121373530821,-0.8508738972346698,1.0,0.9999852409063522,0.9999909902608849
PSD_12_to_30_3,0.20765301708747141,0.49445968035450055,-0.9390325749985343,-0.8528229898961748,0.9999852409063522,1.0,0.9999701734852952
PSD_20_to_40_3,0.2120285208493559,0.49710918397903714,-0.9379456074538566,-0.8491743608096705,0.9999909902608849,0.9999701734852952,1.0
