,burstduration_5,burstinterval_5,Ku_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5
burstduration_5,1.0,-0.5722451122848248,-0.6989735014613131,-0.5346070573977308,0.9515337489183946,0.9635904132738056,0.9280617065835272
burstinterval_5,-0.5722451122848248,1.0,0.7363540736710945,0.050594941441893145,-0.5188944642371802,-0.4985811460559239,-0.5849252880223171
Ku_5,-0.6989735014613131,0.7363540736710945,1.0,0.40343367371222905,-0.7967857412699112,-0.7656173753422354,-0.8611942924525527
CorrDim_5,-0.5346070573977308,0.050594941441893145,0.40343367371222905,1.0,-0.7183557168228419,-0.7095652473217519,-0.6970716335058164
PSD_3_to_7_5,0.9515337489183946,-0.5188944642371802,-0.7967857412699112,-0.7183557168228419,1.0,0.9982222241935018,0.9925664212939984
PSD_12_to_30_5,0.9635904132738056,-0.4985811460559239,-0.7656173753422354,-0.7095652473217519,0.9982222241935018,1.0,0.9841158509925463
PSD_20_to_40_5,0.9280617065835272,-0.5849252880223171,-0.8611942924525527,-0.6970716335058164,0.9925664212939984,0.9841158509925463,1.0
