,burstduration_3,burstinterval_3,Ku_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3
burstduration_3,1.0,0.7980462065219951,-0.991644913342245,0.2157563380139605,-0.1531110064906903,-0.9547303085677894,-0.499656258183341
burstinterval_3,0.7980462065219951,1.0,-0.8403435847307114,0.2600123579361817,-0.13321468668358877,-0.8997530141755364,-0.39475373768507904
Ku_3,-0.991644913342245,-0.8403435847307114,1.0,-0.1291184082235017,0.07248266517817002,0.9689482640030507,0.42981570734966457
CorrDim_3,0.2157563380139605,0.2600123579361817,-0.1291184082235017,1.0,-0.8326726935705738,-0.19854662876088106,-0.7525815598233925
PSD_3_to_7_3,-0.1531110064906903,-0.13321468668358877,0.07248266517817002,-0.8326726935705738,1.0,0.014804625248647584,0.92734848216912
PSD_12_to_30_3,-0.9547303085677894,-0.8997530141755364,0.9689482640030507,-0.19854662876088106,0.014804625248647584,1.0,0.345198726050711
PSD_20_to_40_3,-0.499656258183341,-0.39475373768507904,0.42981570734966457,-0.7525815598233925,0.92734848216912,0.345198726050711,1.0
