,burstduration_14,burstinterval_14,Ku_14,CorrDim_14,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14
burstduration_14,1.0,0.02944037955694121,0.3326470417375759,0.8770952691165688,-0.09011838298886835,-0.4861282858086985,-0.006435672013311348
burstinterval_14,0.02944037955694121,1.0,-0.2107937386966386,0.3181691372133611,0.7038120291328309,0.08489919087375397,0.7495814279283087
Ku_14,0.3326470417375759,-0.2107937386966386,1.0,0.11447054584716296,-0.6301462556605907,-0.22376663762152532,-0.6330871444545967
CorrDim_14,0.8770952691165688,0.3181691372133611,0.11447054584716296,1.0,0.0319399603562735,-0.7044654133818691,0.19076166763968558
PSD_3_to_7_14,-0.09011838298886835,0.7038120291328309,-0.6301462556605907,0.0319399603562735,1.0,0.5166589455118697,0.9730668537365035
PSD_12_to_30_14,-0.4861282858086985,0.08489919087375397,-0.22376663762152532,-0.7044654133818691,0.5166589455118697,1.0,0.31585071530686476
PSD_20_to_40_14,-0.006435672013311348,0.7495814279283087,-0.6330871444545967,0.19076166763968558,0.9730668537365035,0.31585071530686476,1.0
