,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1
burstduration_1,1.0,-0.5700130291556413,-0.7245279845279964,-0.965740299329064,-0.6677062871330587,-0.6567420587660848,-0.6654055493996202
burstinterval_1,-0.5700130291556413,1.0,-0.13534086429944575,0.35470487020870173,0.4337443693262085,0.4454882815278708,0.4371851029090224
Ku_1,-0.7245279845279964,-0.13534086429944575,1.0,0.8729337783679861,0.5122194868684191,0.4900169406223751,0.5067715467490095
CorrDim_1,-0.965740299329064,0.35470487020870173,0.8729337783679861,1.0,0.7013946973063696,0.6862294418182372,0.6979274355136758
PSD_3_to_7_1,-0.6677062871330587,0.4337443693262085,0.5122194868684191,0.7013946973063696,1.0,0.9996685108240762,0.9999793232674561
PSD_12_to_30_1,-0.6567420587660848,0.4454882815278708,0.4900169406223751,0.6862294418182372,0.9996685108240762,1.0,0.9998125541534931
PSD_20_to_40_1,-0.6654055493996202,0.4371851029090224,0.5067715467490095,0.6979274355136758,0.9999793232674561,0.9998125541534931,1.0
