,burstduration_8,burstinterval_8,Ku_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8
burstduration_8,1.0,-0.3946408869103308,0.1761193399949774,-0.39422178141127645,-0.1734041953414474,0.1115324200221515,-0.22625953203592378
burstinterval_8,-0.3946408869103308,1.0,0.49931385583413346,0.15741053155853993,0.7493820943569575,0.42429651966230253,0.8347644940561244
Ku_8,0.1761193399949774,0.49931385583413346,1.0,-0.6980366592848295,0.8662438874505284,0.8983467502298329,0.8350805508187708
CorrDim_8,-0.39422178141127645,0.15741053155853993,-0.6980366592848295,1.0,-0.2762649721011663,-0.4719756787270435,-0.21533467616241003
PSD_3_to_7_8,-0.1734041953414474,0.7493820943569575,0.8662438874505284,-0.2762649721011663,1.0,0.9112665894509626,0.9897525067725828
PSD_12_to_30_8,0.1115324200221515,0.42429651966230253,0.8983467502298329,-0.4719756787270435,0.9112665894509626,1.0,0.8463879871326567
PSD_20_to_40_8,-0.22625953203592378,0.8347644940561244,0.8350805508187708,-0.21533467616241003,0.9897525067725828,0.8463879871326567,1.0
