,burstduration_2,burstinterval_2,Ku_2,CorrDim_2,PSD_3_to_7_2,PSD_12_to_30_2,PSD_20_to_40_2
burstduration_2,1.0,0.33629448478961366,-0.27704060316612533,-0.5813488164761355,-0.35324019117668953,-0.3455899005759943,-0.2849562046322277
burstinterval_2,0.33629448478961366,1.0,0.46963163189301393,-0.2854438649197801,0.4311492970076491,0.18823005228771952,0.5401324643156404
Ku_2,-0.27704060316612533,0.46963163189301393,1.0,0.11158068008168508,0.9695668498909655,0.8602745040925198,0.9816860227255637
CorrDim_2,-0.5813488164761355,-0.2854438649197801,0.11158068008168508,1.0,0.3400444737733716,-0.18313519811796275,0.22937273519982873
PSD_3_to_7_2,-0.35324019117668953,0.4311492970076491,0.9695668498909655,0.3400444737733716,1.0,0.7370127891464603,0.990069326150807
PSD_12_to_30_2,-0.3455899005759943,0.18823005228771952,0.8602745040925198,-0.18313519811796275,0.7370127891464603,1.0,0.7534115745053924
PSD_20_to_40_2,-0.2849562046322277,0.5401324643156404,0.9816860227255637,0.22937273519982873,0.990069326150807,0.7534115745053924,1.0
