,burstduration_14,burstinterval_14,Ku_14,CorrDim_14,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14
burstduration_14,1.0,-0.8138440157465732,0.4151787594136112,-0.25488495969045155,-0.7551497349710714,-0.5780146679750923,-0.7554135706388211
burstinterval_14,-0.8138440157465732,1.0,-0.1122105306085739,0.1840146881695913,0.6570053133600263,0.594581841995325,0.60305326318153
Ku_14,0.4151787594136112,-0.1122105306085739,1.0,-0.2178835495395663,-0.02141708895266548,0.3963592512357756,-0.062175195493735826
CorrDim_14,-0.25488495969045155,0.1840146881695913,-0.2178835495395663,1.0,-0.39191163221473946,-0.332964680616832,-0.3941436266933102
PSD_3_to_7_14,-0.7551497349710714,0.6570053133600263,-0.02141708895266548,-0.39191163221473946,1.0,0.9000575430077487,0.9956163447940058
PSD_12_to_30_14,-0.5780146679750923,0.594581841995325,0.3963592512357756,-0.332964680616832,0.9000575430077487,1.0,0.8795143716297769
PSD_20_to_40_14,-0.7554135706388211,0.60305326318153,-0.062175195493735826,-0.3941436266933102,0.9956163447940058,0.8795143716297769,1.0
