,burstduration_10,burstinterval_10,Ku_10,CorrDim_10,PSD_3_to_7_10,PSD_12_to_30_10,PSD_20_to_40_10
burstduration_10,1.0,0.5869251854041917,-0.04861017327105327,0.5840065539375305,0.3228722679699273,0.46588631968751015,0.4074894209917412
burstinterval_10,0.5869251854041917,1.0,-0.5343919121467628,0.5582530967875611,0.7733265842506718,0.852732917966913,0.858358771403461
Ku_10,-0.04861017327105327,-0.5343919121467628,1.0,-0.573886257265579,-0.33177771527058203,-0.342681899005633,-0.40464008502083776
CorrDim_10,0.5840065539375305,0.5582530967875611,-0.573886257265579,1.0,0.6385892111810241,0.6756002168758385,0.6658204439211136
PSD_3_to_7_10,0.3228722679699273,0.7733265842506718,-0.33177771527058203,0.6385892111810241,1.0,0.9829405628256324,0.988664943598268
PSD_12_to_30_10,0.46588631968751015,0.852732917966913,-0.342681899005633,0.6756002168758385,0.9829405628256324,1.0,0.9944334878597042
PSD_20_to_40_10,0.4074894209917412,0.858358771403461,-0.40464008502083776,0.6658204439211136,0.988664943598268,0.9944334878597042,1.0
