,burstduration_3,burstinterval_3,Ku_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3
burstduration_3,1.0,0.017279498935932263,0.26599482059728496,0.2132664165347806,-0.5419480689457083,-0.6144097370826851,-0.5592119954357713
burstinterval_3,0.017279498935932263,1.0,-0.16076597340840537,0.5272541096991475,0.4622167657010246,0.2614066533250477,0.4232357085934034
Ku_3,0.26599482059728496,-0.16076597340840537,1.0,-0.468091064103272,-0.8479490262964758,-0.8102161124231183,-0.8437396776898883
CorrDim_3,0.2132664165347806,0.5272541096991475,-0.468091064103272,1.0,0.5877589352633037,0.5658939603025802,0.5898593413634183
PSD_3_to_7_3,-0.5419480689457083,0.4622167657010246,-0.8479490262964758,0.5877589352633037,1.0,0.9642493462945598,0.9983074016165854
PSD_12_to_30_3,-0.6144097370826851,0.2614066533250477,-0.8102161124231183,0.5658939603025802,0.9642493462945598,1.0,0.9779831811516211
PSD_20_to_40_3,-0.5592119954357713,0.4232357085934034,-0.8437396776898883,0.5898593413634183,0.9983074016165854,0.9779831811516211,1.0
