,burstduration_11,burstinterval_11,Ku_11,CorrDim_11,PSD_3_to_7_11,PSD_12_to_30_11,PSD_20_to_40_11
burstduration_11,1.0,-0.6477472998407904,-0.12583810901447953,0.47687579203233454,-0.2931494854187583,-0.14873975197474684,-0.3319420945758036
burstinterval_11,-0.6477472998407904,1.0,0.375143653386308,-0.7061033007962076,0.33967441918259256,0.35450090599822204,0.4013095367205528
Ku_11,-0.12583810901447953,0.375143653386308,1.0,-0.1467533975852553,0.6776601944156495,0.9189340971128518,0.6664751610309355
CorrDim_11,0.47687579203233454,-0.7061033007962076,-0.1467533975852553,1.0,0.13234872356592212,0.04538730844318927,0.08341479994484076
PSD_3_to_7_11,-0.2931494854187583,0.33967441918259256,0.6776601944156495,0.13234872356592212,1.0,0.904973913612222,0.9973849960040974
PSD_12_to_30_11,-0.14873975197474684,0.35450090599822204,0.9189340971128518,0.04538730844318927,0.904973913612222,1.0,0.8950905570921619
PSD_20_to_40_11,-0.3319420945758036,0.4013095367205528,0.6664751610309355,0.08341479994484076,0.9973849960040974,0.8950905570921619,1.0
