,burstduration_12,burstinterval_12,Ku_12,CorrDim_12,PSD_3_to_7_12,PSD_12_to_30_12,PSD_20_to_40_12
burstduration_12,1.0,0.24814344889921486,-0.8614689012997927,-0.7967212649910567,-0.39449647017200845,-0.39937480537835396,-0.39173265830857745
burstinterval_12,0.24814344889921486,1.0,-0.09642006802336034,-0.2431713538293714,-0.12160560636661902,-0.12506853224603953,-0.1293738093632205
Ku_12,-0.8614689012997927,-0.09642006802336034,1.0,0.9767124595524845,0.6728062680821894,0.6748495405849425,0.6698586225934622
CorrDim_12,-0.7967212649910567,-0.2431713538293714,0.9767124595524845,1.0,0.6926656189809145,0.694326538540731,0.6914571957704392
PSD_3_to_7_12,-0.39449647017200845,-0.12160560636661902,0.6728062680821894,0.6926656189809145,1.0,0.9999776918093569,0.9999575737100274
PSD_12_to_30_12,-0.39937480537835396,-0.12506853224603953,0.6748495405849425,0.694326538540731,0.9999776918093569,1.0,0.9999385310183531
PSD_20_to_40_12,-0.39173265830857745,-0.1293738093632205,0.6698586225934622,0.6914571957704392,0.9999575737100274,0.9999385310183531,1.0
