,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1,levodopa_1,UPDRS_1
PSD_12_to_30_2,-0.11272366213937253,0.2967142569993646,0.7791564825467231,-0.8543846265288272,0.9873175819530543,1.0,0.9842461595154915,0.759224676807122,0.14384375189352508
PSD_20_to_40_2,-0.12124090369681328,0.3085546623374091,0.8350451689870111,-0.8734596018344969,0.9962662179453834,0.9842461595154915,1.0,0.7840668414452243,0.14601631410547697
levodopa_2,-0.10315589289330991,0.18736769182970534,0.7092286232382731,-0.7836860228893532,0.7747400366775714,0.759224676807122,0.7840668414452243,1.0,-0.3429280161041217
UPDRS_2,-0.001930128539360861,0.23813698313025597,0.2554405528095981,-0.024324811181434744,0.145469199145341,0.14384375189352508,0.14601631410547697,-0.3429280161041217,1.0
""
,burstduration_3,burstinterval_3,Ku_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3,levodopa_3,UPDRS_3
burstduration_3,1.0,-0.2561857755014165,-0.0396895646070585,0.14693967061296193,-0.07639700539813375,0.06911067408523286,-0.08466711931206126,0.06192080829448294,0.3121089890036004
burstinterval_3,-0.2561857755014165,1.0,0.3246166903732791,-0.11013791394848814,0.018574948085787073,-0.4825421582492505,0.06971743805999156,0.10729689974434296,-0.6465900084662572
Ku_3,-0.0396895646070585,0.3246166903732791,1.0,-0.08513582315213071,-0.63445090239878,-0.39954136395659917,-0.6360612820383191,0.46086982852393976,0.09379825731167947
CorrDim_3,0.14693967061296193,-0.11013791394848814,-0.08513582315213071,1.0,0.023866779691063558,-0.007451569831679605,0.013765987471807673,-0.25810613067098764,0.1791447372253185
PSD_3_to_7_3,-0.07639700539813375,0.018574948085787073,-0.63445090239878,0.023866779691063558,1.0,0.6507464660706251,0.9747466430792675,-0.24048669279176796,-0.4689077885280928
PSD_12_to_30_3,0.06911067408523286,-0.4825421582492505,-0.39954136395659917,-0.007451569831679605,0.6507464660706251,1.0,0.6292545346782797,0.0063086511615254364,0.029564457197471646
PSD_20_to_40_3,-0.08466711931206126,0.06971743805999156,-0.6360612820383191,0.013765987471807673,0.9747466430792675,0.6292545346782797,1.0,-0.2886923170311981,-0.4805005260641811
levodopa_3,0.06192080829448294,0.10729689974434296,0.46086982852393976,-0.25810613067098764,-0.24048669279176796,0.0063086511615254364,-0.2886923170311981,1.0,-0.3429280161041217
UPDRS_3,0.3121089890036004,-0.6465900084662572,0.09379825731167947,0.1791447372253185,-0.4689077885280928,0.029564457197471646,-0.4805005260641811,-0.3429280161041217,1.0
""
,burstduration_4,burstinterval_4,Ku_4,CorrDim_4,PSD_3_to_7_4,PSD_12_to_30_4,PSD_20_to_40_4,levodopa_4,UPDRS_4
burstduration_4,1.0,-0.33239493084291255,-0.19689040165521204,-0.6302128910482862,0.6312565273210254,0.6188775225284948,0.6075684591091347,0.5358445899439523,0.14205382270721856
burstinterval_4,-0.33239493084291255,1.0,-0.03531717082725157,0.40480197715771243,-0.5853343162187832,-0.5720136228462814,-0.5551234522943632,-0.4185890045075811,-0.22115113426305943
Ku_4,-0.19689040165521204,-0.03531717082725157,1.0,-0.1197141654499527,-0.1706201644646848,-0.062459170966648915,-0.17667039464395445,-0.08322716982938248,0.38973020531427377
CorrDim_4,-0.6302128910482862,0.40480197715771243,-0.1197141654499527,1.0,-0.7285615279134361,-0.7885991695239865,-0.7466010746995734,-0.6795195216524387,-0.19426103587489538
PSD_3_to_7_4,0.6312565273210254,-0.5853343162187832,-0.1706201644646848,-0.7285615279134361,1.0,0.9859120167442702,0.9934603998009894,0.7981031521807288,0.14634395684553433
PSD_12_to_30_4,0.6188775225284948,-0.5720136228462814,-0.062459170966648915,-0.7885991695239865,0.9859120167442702,1.0,0.9880849975235805,0.8211548083702936,0.1545556797884461
PSD_20_to_40_4,0.6075684591091347,-0.5551234522943632,-0.17667039464395445,-0.7466010746995734,0.9934603998009894,0.9880849975235805,1.0,0.7951030094539561,0.1439488723160743
levodopa_4,0.5358445899439523,-0.4185890045075811,-0.08322716982938248,-0.6795195216524387,0.7981031521807288,0.8211548083702936,0.7951030094539561,1.0,-0.3429280161041217
UPDRS_4,0.14205382270721856,-0.22115113426305943,0.38973020531427377,-0.19426103587489538,0.14634395684553433,0.1545556797884461,0.1439488723160743,-0.3429280161041217,1.0
""
,burstduration_5,burstinterval_5,Ku_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5,levodopa_5,UPDRS_5
burstduration_5,1.0,-0.401460659431778,-0.41827991897909644,-0.07478214626169719,-0.03884608317692506,-0.08277762750324925,0.05531097800602611,0.08822785237436277,0.13346540686378763
burstinterval_5,-0.401460659431778,1.0,0.30756865316974086,0.006006307905798412,-0.13208536946197216,-0.0794628245439338,-0.21404364806878187,-0.19245198266879418,0.25332150365003897
Ku_5,-0.41827991897909644,0.30756865316974086,1.0,-0.285030686357704,0.22024595316235954,0.2504888237969528,0.14329898112327974,0.07130144351366632,-0.016267735376227964
CorrDim_5,-0.07478214626169719,0.006006307905798412,-0.285030686357704,1.0,-0.06565650315329656,-0.08105439801064573,-0.05191973983940911,-0.01815005405007517,-0.11785996052064163
PSD_3_to_7_5,-0.03884608317692506,-0.13208536946197216,0.22024595316235954,-0.06565650315329656,1.0,0.9862817009006318,0.9636181887814808,0.08540954083662423,-0.20863948340504093
PSD_12_to_30_5,-0.08277762750324925,-0.0794628245439338,0.2504888237969528,-0.08105439801064573,0.9862817009006318,1.0,0.910569747803457,0.05832393681408352,-0.124653612685652
PSD_20_to_40_5,0.05531097800602611,-0.21404364806878187,0.14329898112327974,-0.05191973983940911,0.9636181887814808,0.910569747803457,1.0,0.10942393281653867,-0.28804252465601615
levodopa_5,0.08822785237436277,-0.19245198266879418,0.07130144351366632,-0.01815005405007517,0.08540954083662423,0.05832393681408352,0.10942393281653867,1.0,-0.3429280161041217
UPDRS_5,0.13346540686378763,0.25332150365003897,-0.016267735376227964,-0.11785996052064163,-0.20863948340504093,-0.124653612685652,-0.28804252465601615,-0.3429280161041217,1.0
""
,burstduration_6,burstinterval_6,Ku_6,CorrDim_6,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6,levodopa_6,UPDRS_6
burstduration_6,1.0,-0.4479651682865236,-0.10688839016145317,0.19909800571190486,0.09026526591208303,-0.11079989085879498,-0.0008336063004794478,0.03815898724543483,0.3012524382927629
burstinterval_6,-0.4479651682865236,1.0,0.35607928609729506,-0.10224555202607492,0.10025664549906083,0.008732659341071576,0.06532196379228165,-0.18133872726142972,0.02368241166432554
Ku_6,-0.10688839016145317,0.35607928609729506,1.0,0.14486618959086842,0.3080608245179446,0.14934174560743954,0.16173687130967954,0.05034111719991411,-0.10785567438072378
CorrDim_6,0.19909800571190486,-0.10224555202607492,0.14486618959086842,1.0,-0.0624288444379918,-0.1832620625539768,-0.12105560690340858,-0.24274913089459388,0.06787154312412431
PSD_3_to_7_6,0.09026526591208303,0.10025664549906083,0.3080608245179446,-0.0624288444379918,1.0,0.7979459506174884,0.9548412887664619,0.1977788359319782,-0.617277722330587
PSD_12_to_30_6,-0.11079989085879498,0.008732659341071576,0.14934174560743954,-0.1832620625539768,0.7979459506174884,1.0,0.9120086664897588,0.1884525408279849,-0.6969210406937009
PSD_20_to_40_6,-0.0008336063004794478,0.06532196379228165,0.16173687130967954,-0.12105560690340858,0.9548412887664619,0.9120086664897588,1.0,0.18908329197343862,-0.6940517405324598
levodopa_6,0.03815898724543483,-0.18133872726142972,0.05034111719991411,-0.24274913089459388,0.1977788359319782,0.1884525408279849,0.18908329197343862,1.0,-0.3429280161041217
UPDRS_6,0.3012524382927629,0.02368241166432554,-0.10785567438072378,0.06787154312412431,-0.617277722330587,-0.6969210406937009,-0.6940517405324598,-0.3429280161041217,1.0
""
,burstduration_7,burstinterval_7,Ku_7,CorrDim_7,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7,levodopa_7,UPDRS_7
burstduration_7,1.0,-0.26535512483058993,0.07424787542919088,0.12053873926993312,-0.36260532883255203,-0.16299870834855718,-0.3522808412147944,-0.3114289256522986,0.43858913932584437
burstinterval_7,-0.26535512483058993,1.0,0.25422165622613796,-0.216416160588682,0.015504594419983652,-0.13577726879768748,-0.042767054480739634,-0.15628694410650004,-0.0010581600112373178
Ku_7,0.07424787542919088,0.25422165622613796,1.0,0.013352740369016708,-0.240053613220539,-0.19292829227560224,-0.3176748419209391,-0.22044166783763675,0.34225906972719966
CorrDim_7,0.12053873926993312,-0.216416160588682,0.013352740369016708,1.0,-0.18339891017826127,-0.1320887097986658,-0.2035114114174186,-0.09185217887127246,0.15328636856492375
PSD_3_to_7_7,-0.36260532883255203,0.015504594419983652,-0.240053613220539,-0.18339891017826127,1.0,0.7908838904004162,0.9361567972535006,0.21479799113048265,-0.6617246435580061
PSD_12_to_30_7,-0.16299870834855718,-0.13577726879768748,-0.19292829227560224,-0.1320887097986658,0.7908838904004162,1.0,0.6749312344270247,0.043476709126590664,-0.4861675224950614
PSD_20_to_40_7,-0.3522808412147944,-0.042767054480739634,-0.3176748419209391,-0.2035114114174186,0.9361567972535006,0.6749312344270247,1.0,0.29855841076675926,-0.6388054119399142
levodopa_7,-0.3114289256522986,-0.15628694410650004,-0.22044166783763675,-0.09185217887127246,0.21479799113048265,0.043476709126590664,0.29855841076675926,1.0,-0.3429280161041217
UPDRS_7,0.43858913932584437,-0.0010581600112373178,0.34225906972719966,0.15328636856492375,-0.6617246435580061,-0.4861675224950614,-0.6388054119399142,-0.3429280161041217,1.0
""
,burstduration_8,burstinterval_8,Ku_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8,levodopa_8,UPDRS_8
burstduration_8,1.0,-0.2751923245409101,0.2683765180166297,0.33780021756722944,-0.26868277767306725,-0.025116151685875564,-0.16877337829916705,0.1967639042231921,0.2842393858210864
burstinterval_8,-0.2751923245409101,1.0,0.034703921258516984,-0.011328071511686268,0.1571808306019986,-0.04715400535993603,0.178259787732497,-0.10441956380419039,-0.2804878467305144
Ku_8,0.2683765180166297,0.034703921258516984,1.0,0.1652667994223801,-0.032073372493547726,0.16306030812023997,0.1228585328542971,0.27487646951026257,0.07647474980764622
CorrDim_8,0.33780021756722944,-0.011328071511686268,0.1652667994223801,1.0,-0.3821345694014408,-0.3601710890612687,-0.27038858015237055,0.057726843243133756,0.2801605863749053
PSD_3_to_7_8,-0.26868277767306725,0.1571808306019986,-0.032073372493547726,-0.3821345694014408,1.0,0.7007000816792446,0.820628534792874,-0.21755716626109076,-0.5290074060675565
PSD_12_to_30_8,-0.025116151685875564,-0.04715400535993603,0.16306030812023997,-0.3601710890612687,0.7007000816792446,1.0,0.40131429600530366,-0.1858698699678057,-0.24615911145860653
PSD_20_to_40_8,-0.16877337829916705,0.178259787732497,0.1228585328542971,-0.27038858015237055,0.820628534792874,0.40131429600530366,1.0,-0.0777965748228838,-0.3994254666413388
levodopa_8,0.1967639042231921,-0.10441956380419039,0.27487646951026257,0.057726843243133756,-0.21755716626109076,-0.1858698699678057,-0.0777965748228838,1.0,-0.3429280161041217
UPDRS_8,0.2842393858210864,-0.2804878467305144,0.07647474980764622,0.2801605863749053,-0.5290074060675565,-0.24615911145860653,-0.3994254666413388,-0.3429280161041217,1.0
""
,burstduration_9,burstinterval_9,Ku_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9,levodopa_9,UPDRS_9
burstduration_9,1.0,-0.23571640104635683,-0.061672149080232885,-0.10933371336829473,-0.42990342846157553,-0.34758272423723546,-0.4372593737573566,-0.16303611063627815,0.20621240110613046
burstinterval_9,-0.23571640104635683,1.0,0.6735670578527289,-0.1492621137876219,0.06366121980707941,0.16563093172800525,0.031239570504513533,0.48746320843377505,0.21529011747734655
Ku_9,-0.061672149080232885,0.6735670578527289,1.0,-0.12153315735552553,-0.19215528744144747,-0.06893346063602496,-0.24754283231262994,0.4323589164392088,0.17567959782756978
CorrDim_9,-0.10933371336829473,-0.1492621137876219,-0.12153315735552553,1.0,-0.35993508329623514,-0.4518960132293325,-0.33008296214590466,-0.23963063140708515,-0.3645679947837301
