,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1
,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5
5cha_one_component,0.5780492541562212,0.5773047753778057,0.5766959823818945
5cha_second_component,0.1874191098197049,0.5939106133250616,-0.782396485584028
""
,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6
6cha_one_component,0.5774392819996084,0.5768811502755484,0.5777300529317618
6cha_second_component,-0.5231464948563364,0.8047092125300735,-0.28064359637939007
""
,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7
7cha_one_component,0.5848440699736498,0.5690109991240364,0.5780864093650037
7cha_second_component,-0.23171431350723287,0.8001784375523501,-0.5531934064973583
""
,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8
8cha_one_component,0.5778293221951387,0.5768165120191379,0.5774045253317491
8cha_second_component,0.24686142517914592,-0.797850341289521,0.549994790577798
""
,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9
9cha_one_component,0.59179484130822,0.565305543119039,0.5746377195415102
9cha_second_component,-0.12691792011588782,0.7693249824907493,-0.6261237200977658
""
burstduration_1,burstinterval_1,kurtosis_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1,burstduration_2,burstinterval_2,kurtosis_2,CorrDim_2,PSD_3_to_7_2,PSD_12_to_30_2,PSD_20_to_40_2,burstduration_3,burstinterval_3,kurtosis_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3,burstduration_4,burstinterval_4,kurtosis_4,CorrDim_4,PSD_3_to_7_4,PSD_12_to_30_4,PSD_20_to_40_4,burstduration_5,burstinterval_5,kurtosis_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5,burstduration_6,burstinterval_6,kurtosis_6,CorrDim_6,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6,burstduration_7,burstinterval_7,kurtosis_7,CorrDim_7,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7,burstduration_8,burstinterval_8,kurtosis_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8,burstduration_9,burstinterval_9,kurtosis_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9,burstduration_10,burstinterval_10,kurtosis_10,CorrDim_10,PSD_3_to_7_10,PSD_12_to_30_10,PSD_20_to_40_10,burstduration_11,burstinterval_11,kurtosis_11,CorrDim_11,PSD_3_to_7_11,PSD_12_to_30_11,PSD_20_to_40_11,burstduration_12,burstinterval_12,kurtosis_12,CorrDim_12,PSD_3_to_7_12,PSD_12_to_30_12,PSD_20_to_40_12,burstduration_13,burstinterval_13,kurtosis_13,CorrDim_13,PSD_3_to_7_13,PSD_12_to_30_13,PSD_20_to_40_13,burstduration_14,burstinterval_14,kurtosis_14,CorrDim_14,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14,burstduration_15,burstinterval_15,kurtosis_15,CorrDim_15,PSD_3_to_7_15,PSD_12_to_30_15,PSD_20_to_40_15,burstduration_16,burstinterval_16,kurtosis_16,CorrDim_16,PSD_3_to_7_16,PSD_12_to_30_16,PSD_20_to_40_16
-0.030797069097562794,-0.017970856013409493,0.10322079364079134,0.025845290001444955,-0.05885958670156122,-0.06208838828339078,-0.05942807001018272,-0.010540161965487899,-0.02109806346007191,0.002070618975590648,-0.08911338193400833,0.16902695118410244,0.17130563592147546,0.1699504267289561,0.062295097464745625,-0.08213426588502631,-0.011018419452039784,-0.053992447409053616,-0.06283289391815594,-0.06269542792985157,-0.06225478961990673,0.042727156267597204,-0.04183557763230279,-0.11785099705258727,-0.054767863342499425,0.1893342688252036,0.18962028553353288,0.19018886143008057,-0.04211920976879568,0.029540608621633255,-0.0697971999383616,0.009345262162612455,0.02423742925338003,0.015490333670143101,0.018121674224039437,-0.04881991770554014,0.009145093959562894,-0.07597402242488953,-0.004071849994377082,0.06437311161036907,0.08052441180814902,0.060328278077951776,-0.028616995941109582,-0.02914500112531771,-0.06472615972748844,0.015340061651343467,0.10766050632461883,0.14898174736778413,0.16113247036594844,0.01562588252728636,-0.02669416991405076,-0.10837606562044022,0.018325518152620904,-0.00022935939735732667,0.001751561992126953,0.004784215517635363,-0.0120847561014306,-0.013512897534839474,-0.027991032727969732,-0.007917096146281884,0.047212368997032336,0.024945759151179074,0.044171363628279926,-0.037843386295134666,-0.07971822063320338,-0.017640663397720305,-0.09719531441612457,0.11093726530295771,0.07341409597458066,0.09359061580448669,0.054552714357242196,-0.06690733565772908,-0.11585981446369285,0.12247143365914238,0.1801611269642218,0.1848386893307524,0.18365556572313108,0.0949404145588488,-0.12995547546488678,-0.09667165428534079,0.07676093395041612,0.19036330611607472,0.19058988973972069,0.1911172339869442,-0.03164603251988392,0.04786585802587813,-0.038832489622266035,-0.042326493807634896,0.17503663877394984,0.176868547175733,0.17417566576562885,-0.04600547349223122,0.039262825863180806,0.082190614252301,-0.008746539787628236,-0.015211242910516764,-0.03136848217465257,-0.024164048216092988,-0.0003619173226954339,-0.02405676480415908,0.01684899391093498,-0.09253022002853359,0.17151907581042966,0.185524574954429,0.18521141881102388,-0.0016172794703190971,-0.1173483036433757,-0.12455878955677407,-0.03442839553216172,0.09670362390979022,0.10462601777984995,0.10627563799397122
0.0669123175406027,-0.0006222409845233025,-0.05991826061291633,0.0491391346820745,-0.08474891496993023,-0.08668556891453362,-0.08625232576701174,0.007595723634401072,0.020137663459857822,0.059172513875243,0.08460103084482579,-0.07646356340594758,-0.07318662561265514,-0.07994809828490032,-0.022933190977742973,0.002557821343784669,0.03072647475603407,0.05932058940628852,-0.07497756216931613,-0.07383333161657597,-0.07403531046930735,0.015334284924355106,0.03922823323184224,0.06851360516789895,0.029280898509613688,-0.04024185888199221,-0.04167934420538174,-0.04111024187603958,-0.011555577878880284,0.06289091941033761,0.09188120773252785,-0.10578592445188915,0.21598961287365526,0.21685773995007784,0.21813224521939026,0.02841902896589018,0.11115104300366173,-0.07094975265593582,0.03502162239964091,0.19362113618018664,0.19117699313913214,0.19810534159109053,0.06579694676511576,-0.08120213283242766,-0.07194351338849844,5.577407113435455e-05,-0.031190855792768226,-0.03891433092622029,-0.03991586865601357,0.057358273680190204,0.02522902840318422,0.030508244412099643,-0.09168387793936036,0.21761907903782235,0.2188021090235047,0.21923029319083015,0.0051305769520337595,0.02354768684084316,0.14273478150191338,-0.058181466887380955,0.004583416754819563,-0.027866459569298622,-0.06370563577819827,-0.06618876785984652,0.1465421115554696,0.13431933668848012,-0.006885929740429133,-0.09083808588382597,-0.09453464567788013,-0.09296574057845909,-0.0659124364177481,0.06299652595592138,0.12435239851240827,-0.07955283631929701,-0.055439550659888086,-0.057956569568323624,-0.05401832699444895,0.09699839540841795,-0.08637832882807395,-0.08542381681013862,0.132592667464662,-0.040965684635254435,-0.04497048441151615,-0.04521326145589442,-0.054561429615200475,0.10287070248132506,0.04676927912446103,-0.04735356384404107,0.08039633756745315,0.07437239054436906,0.08321750004087464,0.02535427381758599,-0.08211514782349869,-0.1485071748634871,0.11439676811174616,0.12589778833844825,0.10510023250966108,0.10620990420602543,0.03515288579267378,0.006118929104355592,0.1248303856748622,-0.04769584037681794,0.07506249603202703,0.04708828270766575,0.03779747572122342,0.08640221606190408,0.009422032448231112,-0.06871480780291114,-0.008001738402011824,0.16536792900694017,0.17411492678795118,0.16844167866723458
""
,burstduration_1,burstinterval_1,Ku_1,CorrDim_1
1cha_one_component,0.5689938115371855,-0.6365281784723156,-0.520473678900514,-0.013604044062901444
1cha_second_component,0.37519509746394925,0.16446882669400545,0.1856853281379348,0.8931403040951746
""
,burstduration_10,burstinterval_10,Ku_10,CorrDim_10
10cha_one_component,0.48981881596239085,-0.5738830472241364,-0.642288045390782,0.13491420379645097
10cha_second_component,0.3702700101726745,0.39317780553138015,0.10643350577373331,0.8348552219714319
""
,burstduration_11,burstinterval_11,Ku_11,CorrDim_11
11cha_one_component,0.4118113497541502,-0.4985866176642443,-0.6101603213348745,0.4577413889614054
11cha_second_component,0.056875283277561445,0.668016685075508,0.047982447082414004,0.7404165012915431
""
,burstduration_12,burstinterval_12,Ku_12,CorrDim_12
12cha_one_component,0.5000256541019804,-0.532172382612864,-0.509380923203027,0.4552998742596641
12cha_second_component,0.5296665897297529,-0.13425035690675804,-0.0845727834098994,-0.8332332144728534
""
,burstduration_13,burstinterval_13,Ku_13,CorrDim_13
13cha_one_component,0.6200211976153025,-0.6440376797791652,-0.3982856962668051,0.20532336857168132
13cha_second_component,0.332679072558191,-0.2444226719220315,0.5320111971615641,-0.7392876829942701
""
,burstduration_14,burstinterval_14,Ku_14,CorrDim_14
14cha_one_component,-0.45836755550384506,0.5586038241269912,0.5255833918480919,-0.44902455383373724
14cha_second_component,0.7069363990920857,-0.16954000117250845,0.2505214046719603,-0.6393247542855893
""
,burstduration_15,burstinterval_15,Ku_15,CorrDim_15
15cha_one_component,-0.09666922824291155,0.7143377151326932,0.6929928222073968,-0.01173189749995697
15cha_second_component,0.4942526194475419,-0.2753239018345263,0.34003290743975945,-0.7511915329035059
""
,burstduration_16,burstinterval_16,Ku_16,CorrDim_16
16cha_one_component,-0.09572009470957772,0.6691337178984016,0.6535732507349638,0.34049924664231407
16cha_second_component,0.8508688334992601,0.027325506245851783,-0.1631508182367109,0.49865554784511124
""
,burstduration_2,burstinterval_2,Ku_2,CorrDim_2
2cha_one_component,0.5409932613058342,-0.6288824664883939,-0.5560306694098439,0.05160454670658463
2cha_second_component,0.040527934763562326,0.11537131218410991,0.0010567509719588003,0.992494750669292
""
,burstduration_3,burstinterval_3,Ku_3,CorrDim_3
3cha_one_component,-0.5573511658564864,0.5972613208096728,0.549715294402369,0.1745041193875301
3cha_second_component,0.3486065478767509,0.03393305177550735,0.019308167416380584,0.9364556676349802
""
,burstduration_4,burstinterval_4,Ku_4,CorrDim_4
4cha_one_component,-0.5985617636094694,0.6298515965032175,0.4942647516156248,0.026704622023443453
4cha_second_component,0.2997456811471654,0.03726823591569139,0.2660457856604293,0.915414247845028
""
,burstduration_5,burstinterval_5,Ku_5,CorrDim_5
5cha_one_component,0.6130255420314957,-0.6231497338861066,-0.44621066687425615,0.19178147653591746
5cha_second_component,0.3107063440453222,-0.27353438032909677,0.47514475397705164,-0.7764521706557673
""
,burstduration_6,burstinterval_6,Ku_6,CorrDim_6
6cha_one_component,0.2086962086606186,-0.47566722420093266,0.605521380034386,-0.6029348577026515
6cha_second_component,0.9181962716179976,0.031995197240228174,0.09118853064668266,0.3841569549271055
""
,burstduration_7,burstinterval_7,Ku_7,CorrDim_7
7cha_one_component,-0.38271099703002054,0.4772603854869951,0.5954598885512046,-0.5207517050607513
7cha_second_component,0.63301149754145,-0.4705995705442414,0.3311477128967972,-0.5178548835601795
""
,burstduration_8,burstinterval_8,Ku_8,CorrDim_8
8cha_one_component,0.6795929318602986,-0.3725743379714831,0.317409296456619,-0.5464367741775333
8cha_second_component,-0.0037774985844985075,0.691910413647455,0.719602463976757,-0.05846369667778212
""
,burstduration_9,burstinterval_9,Ku_9,CorrDim_9
9cha_one_component,0.588154447459629,-0.5933349516990549,-0.47453117555786745,0.2772149787609013
9cha_second_component,-0.20122476761158742,0.46816462485486277,-0.38536548403824394,0.7693009298357428
""
